student_id,name,grade,section,gender,aspiration,liked_subjects,disliked_subjects,psychometric_score,performance,career_suggestions,progress,assigned_teacher_id,parent_id,risk_flag
S0518,Laura Jones,11,7,Male,['Data Scientist'],"['Social Science', 'Science']","['Math', 'English', 'Computer Science', 'Economics', 'History']",49,"{'Math': 77, 'Science': 70, 'English': 59, 'Social Science': 68, 'Computer Science': 97, 'Economics': 78, 'History': 78}","['Entrepreneur', 'Engineer', 'Doctor', 'Data Scientist', 'Teacher']",0.21,T011,P0518,At Risk
S0519,Kristin Stephenson,10,8,Female,['Writer'],['Social Science'],"['Math', 'Science', 'English', 'Computer Science', 'Economics', 'History']",57,"{'Math': 73, 'Science': 93, 'English': 68, 'Social Science': 88, 'Computer Science': 68, 'Economics': 61, 'History': 90}","['Teacher', 'Engineer', 'Scientist', 'Entrepreneur', 'Artist']",0.45,T011,P0519,At Risk
S0520,Kelly Holmes,10,4,Male,"['Pilot', 'Doctor']","['Social Science', 'Math']","['Science', 'English', 'Computer Science', 'Economics', 'History']",55,"{'Math': 62, 'Science': 83, 'English': 65, 'Social Science': 93, 'Computer Science': 75, 'Economics': 92, 'History': 79}","['Teacher', 'Doctor', 'Lawyer', 'Writer', 'Entrepreneur']",0.82,T019,P0520,Normal
S0521,James Clark,9,8,Female,['Scientist'],['Computer Science'],"['Math', 'Science', 'English', 'Social Science', 'Economics', 'History']",46,"{'Math': 88, 'Science': 57, 'English': 76, 'Social Science': 96, 'Computer Science': 56, 'Economics': 59, 'History': 85}","['Scientist', 'Lawyer', 'Writer', 'Data Scientist', 'Teacher']",0.52,T018,P0521,At Risk
S0522,Michelle Mccoy,11,8,Male,"['Lawyer', 'Pilot']","['History', 'Economics']","['Math', 'Science', 'English', 'Social Science', 'Computer Science']",92,"{'Math': 62, 'Science': 78, 'English': 94, 'Social Science': 61, 'Computer Science': 56, 'Economics': 69, 'History': 58}","['Doctor', 'Data Scientist', 'Engineer', 'Writer', 'Entrepreneur']",0.77,T008,P0522,Normal
S0523,Kayla Sexton,10,2,Male,"['Entrepreneur', 'Writer', 'Doctor']","['History', 'Math', 'English']","['Economics', 'Social Science', 'Computer Science', 'Science']",84,"{'Math': 57, 'Science': 62, 'English': 58, 'Social Science': 74, 'Computer Science': 59, 'Economics': 71, 'History': 76}","['Teacher', 'Scientist', 'Lawyer', 'Entrepreneur', 'Engineer']",0.93,T019,P0523,Normal
S0524,Amanda Stark,12,2,Male,"['Data Scientist', 'Scientist']","['Social Science', 'Economics', 'Math']","['Science', 'History', 'Computer Science', 'English']",57,"{'Math': 88, 'Science': 88, 'English': 70, 'Social Science': 91, 'Computer Science': 85, 'Economics': 97, 'History': 86}","['Entrepreneur', 'Pilot', 'Artist', 'Doctor', 'Data Scientist']",0.81,T023,P0524,Normal
S0525,Samantha Jimenez,9,6,Male,"['Artist', 'Engineer', 'Writer']","['Math', 'Science']","['English', 'Social Science', 'Computer Science', 'Economics', 'History']",46,"{'Math': 55, 'Science': 97, 'English': 68, 'Social Science': 84, 'Computer Science': 79, 'Economics': 67, 'History': 86}","['Entrepreneur', 'Artist', 'Teacher', 'Scientist', 'Data Scientist']",0.76,T021,P0525,At Risk
S0526,Alejandro Dunlap,10,9,Male,['Artist'],"['Social Science', 'History']","['Math', 'Science', 'English', 'Computer Science', 'Economics']",67,"{'Math': 94, 'Science': 87, 'English': 67, 'Social Science': 80, 'Computer Science': 67, 'Economics': 59, 'History': 72}","['Data Scientist', 'Lawyer', 'Engineer', 'Pilot', 'Artist']",0.89,T024,P0526,Normal
S0527,Leah Edwards,9,4,Male,"['Data Scientist', 'Lawyer']",['Social Science'],"['Math', 'Science', 'English', 'Computer Science', 'Economics', 'History']",45,"{'Math': 97, 'Science': 88, 'English': 83, 'Social Science': 77, 'Computer Science': 71, 'Economics': 62, 'History': 90}","['Entrepreneur', 'Scientist', 'Artist', 'Engineer', 'Pilot']",0.6,T017,P0527,At Risk
S0528,Latoya King,11,1,Female,"['Entrepreneur', 'Engineer']",['Economics'],"['Math', 'Science', 'English', 'Social Science', 'Computer Science', 'History']",78,"{'Math': 79, 'Science': 82, 'English': 67, 'Social Science': 73, 'Computer Science': 67, 'Economics': 80, 'History': 66}","['Lawyer', 'Writer', 'Pilot', 'Teacher', 'Artist']",0.29,T002,P0528,At Risk
S0529,Eugene Griffith,10,2,Male,['Doctor'],['Computer Science'],"['Math', 'Science', 'English', 'Social Science', 'Economics', 'History']",96,"{'Math': 72, 'Science': 70, 'English': 59, 'Social Science': 89, 'Computer Science': 61, 'Economics': 72, 'History': 69}","['Teacher', 'Scientist', 'Writer', 'Artist', 'Doctor']",0.37,T027,P0529,At Risk
S0530,Leslie Vance,11,8,Male,['Artist'],"['Economics', 'English']","['Math', 'Science', 'Social Science', 'Computer Science', 'History']",98,"{'Math': 100, 'Science': 93, 'English': 73, 'Social Science': 55, 'Computer Science': 61, 'Economics': 66, 'History': 87}","['Teacher', 'Pilot', 'Lawyer', 'Scientist', 'Entrepreneur']",0.39,T011,P0530,At Risk
S0531,Lori Wallace,9,3,Male,"['Pilot', 'Data Scientist']",['Economics'],"['Math', 'Science', 'English', 'Social Science', 'Computer Science', 'History']",50,"{'Math': 85, 'Science': 82, 'English': 76, 'Social Science': 56, 'Computer Science': 66, 'Economics': 71, 'History': 59}","['Doctor', 'Entrepreneur', 'Pilot', 'Lawyer', 'Teacher']",0.59,T008,P0531,Normal
S0532,Darrell Stanley,12,2,Male,['Teacher'],"['English', 'Science', 'Computer Science']","['Economics', 'Social Science', 'Math', 'History']",68,"{'Math': 87, 'Science': 65, 'English': 64, 'Social Science': 61, 'Computer Science': 61, 'Economics': 74, 'History': 76}","['Pilot', 'Entrepreneur', 'Lawyer', 'Writer', 'Artist']",0.4,T015,P0532,At Risk
S0533,Susan Randolph,9,6,Female,"['Entrepreneur', 'Writer', 'Pilot']",['English'],"['Math', 'Science', 'Social Science', 'Computer Science', 'Economics', 'History']",82,"{'Math': 98, 'Science': 88, 'English': 95, 'Social Science': 56, 'Computer Science': 64, 'Economics': 81, 'History': 69}","['Data Scientist', 'Entrepreneur', 'Pilot', 'Doctor', 'Engineer']",0.66,T023,P0533,Normal
S0534,Deborah Anderson,12,6,Male,"['Engineer', 'Artist', 'Scientist']","['Math', 'English', 'Computer Science']","['Economics', 'Social Science', 'History', 'Science']",65,"{'Math': 83, 'Science': 88, 'English': 66, 'Social Science': 71, 'Computer Science': 98, 'Economics': 77, 'History': 76}","['Teacher', 'Scientist', 'Lawyer', 'Data Scientist', 'Engineer']",0.23,T017,P0534,At Risk
S0535,Robert Buck,11,10,Male,"['Pilot', 'Entrepreneur']","['Math', 'History']","['Science', 'English', 'Social Science', 'Computer Science', 'Economics']",58,"{'Math': 86, 'Science': 98, 'English': 64, 'Social Science': 84, 'Computer Science': 98, 'Economics': 64, 'History': 88}","['Teacher', 'Writer', 'Data Scientist', 'Pilot', 'Artist']",0.43,T026,P0535,At Risk
S0536,Charles Jensen,11,1,Female,['Artist'],"['History', 'Computer Science']","['Math', 'Science', 'English', 'Social Science', 'Economics']",82,"{'Math': 62, 'Science': 58, 'English': 86, 'Social Science': 74, 'Computer Science': 55, 'Economics': 82, 'History': 77}","['Doctor', 'Teacher', 'Lawyer', 'Engineer', 'Data Scientist']",0.89,T026,P0536,Normal
S0537,Maria Peterson,10,2,Female,['Artist'],"['Computer Science', 'Math']","['Science', 'English', 'Social Science', 'Economics', 'History']",80,"{'Math': 73, 'Science': 69, 'English': 57, 'Social Science': 85, 'Computer Science': 77, 'Economics': 70, 'History': 98}","['Scientist', 'Teacher', 'Writer', 'Doctor', 'Data Scientist']",0.93,T020,P0537,Normal
S0538,Lisa Davis,11,3,Female,"['Entrepreneur', 'Data Scientist', 'Artist']","['Science', 'Social Science']","['Math', 'English', 'Computer Science', 'Economics', 'History']",99,"{'Math': 90, 'Science': 67, 'English': 74, 'Social Science': 74, 'Computer Science': 60, 'Economics': 74, 'History': 91}","['Pilot', 'Writer', 'Data Scientist', 'Artist', 'Scientist']",0.28,T017,P0538,At Risk
S0539,Laura Davis,12,6,Female,"['Entrepreneur', 'Scientist']","['Social Science', 'History']","['Math', 'Science', 'English', 'Computer Science', 'Economics']",79,"{'Math': 84, 'Science': 56, 'English': 90, 'Social Science': 56, 'Computer Science': 81, 'Economics': 60, 'History': 63}","['Lawyer', 'Artist', 'Entrepreneur', 'Engineer', 'Teacher']",0.63,T019,P0539,Normal
S0540,Melissa Roberts,11,1,Female,['Scientist'],"['Math', 'Social Science', 'Computer Science']","['Science', 'Economics', 'History', 'English']",61,"{'Math': 84, 'Science': 58, 'English': 60, 'Social Science': 58, 'Computer Science': 72, 'Economics': 96, 'History': 61}","['Teacher', 'Engineer', 'Lawyer', 'Pilot', 'Artist']",0.75,T028,P0540,Normal
S0541,Tiffany Beard,9,2,Male,"['Artist', 'Writer', 'Data Scientist']","['Economics', 'Social Science', 'Science']","['Math', 'History', 'Computer Science', 'English']",86,"{'Math': 69, 'Science': 98, 'English': 95, 'Social Science': 64, 'Computer Science': 74, 'Economics': 95, 'History': 74}","['Doctor', 'Pilot', 'Artist', 'Teacher', 'Scientist']",0.2,T020,P0541,At Risk
S0542,Robert Kennedy,9,9,Male,['Artist'],['Social Science'],"['Math', 'Science', 'English', 'Computer Science', 'Economics', 'History']",65,"{'Math': 56, 'Science': 87, 'English': 83, 'Social Science': 80, 'Computer Science': 58, 'Economics': 62, 'History': 74}","['Pilot', 'Data Scientist', 'Artist', 'Scientist', 'Lawyer']",0.41,T020,P0542,At Risk
S0543,Kimberly Rivers,12,10,Male,"['Data Scientist', 'Doctor']",['Science'],"['Math', 'English', 'Social Science', 'Computer Science', 'Economics', 'History']",70,"{'Math': 97, 'Science': 70, 'English': 65, 'Social Science': 87, 'Computer Science': 99, 'Economics': 89, 'History': 67}","['Pilot', 'Lawyer', 'Writer', 'Entrepreneur', 'Doctor']",0.96,T016,P0543,Normal
S0544,Dylan Brooks,11,5,Female,"['Engineer', 'Pilot']","['History', 'Social Science']","['Math', 'Science', 'English', 'Computer Science', 'Economics']",40,"{'Math': 64, 'Science': 56, 'English': 73, 'Social Science': 84, 'Computer Science': 62, 'Economics': 91, 'History': 79}","['Teacher', 'Lawyer', 'Doctor', 'Entrepreneur', 'Scientist']",0.91,T020,P0544,At Risk
S0545,Alice Johnson,12,1,Female,['Pilot'],"['Social Science', 'English', 'Math']","['Economics', 'History', 'Computer Science', 'Science']",73,"{'Math': 65, 'Science': 77, 'English': 87, 'Social Science': 87, 'Computer Science': 68, 'Economics': 77, 'History': 100}","['Scientist', 'Writer', 'Engineer', 'Pilot', 'Entrepreneur']",0.32,T021,P0545,At Risk
S0546,Kimberly Charles,11,8,Male,"['Lawyer', 'Scientist']",['History'],"['Math', 'Science', 'English', 'Social Science', 'Computer Science', 'Economics']",76,"{'Math': 96, 'Science': 85, 'English': 79, 'Social Science': 85, 'Computer Science': 93, 'Economics': 97, 'History': 66}","['Writer', 'Teacher', 'Lawyer', 'Engineer', 'Entrepreneur']",0.46,T019,P0546,At Risk
S0547,Jeffrey Banks,11,10,Female,['Doctor'],['History'],"['Math', 'Science', 'English', 'Social Science', 'Computer Science', 'Economics']",70,"{'Math': 65, 'Science': 69, 'English': 61, 'Social Science': 97, 'Computer Science': 61, 'Economics': 86, 'History': 98}","['Entrepreneur', 'Artist', 'Writer', 'Doctor', 'Engineer']",0.78,T013,P0547,Normal
S0548,Tara French,12,2,Male,"['Lawyer', 'Engineer', 'Doctor']","['Math', 'Social Science', 'English']","['Economics', 'History', 'Computer Science', 'Science']",68,"{'Math': 93, 'Science': 95, 'English': 56, 'Social Science': 66, 'Computer Science': 75, 'Economics': 61, 'History': 99}","['Scientist', 'Data Scientist', 'Artist', 'Engineer', 'Writer']",0.59,T022,P0548,Normal
S0549,Ashley Watts,11,4,Male,"['Data Scientist', 'Scientist', 'Artist']",['Computer Science'],"['Math', 'Science', 'English', 'Social Science', 'Economics', 'History']",97,"{'Math': 56, 'Science': 95, 'English': 97, 'Social Science': 61, 'Computer Science': 68, 'Economics': 57, 'History': 63}","['Doctor', 'Entrepreneur', 'Scientist', 'Lawyer', 'Pilot']",0.88,T011,P0549,Normal
S0550,Jessica Henry,10,9,Female,['Artist'],"['History', 'Social Science', 'Computer Science']","['Science', 'Economics', 'Math', 'English']",67,"{'Math': 77, 'Science': 77, 'English': 94, 'Social Science': 90, 'Computer Science': 63, 'Economics': 59, 'History': 83}","['Scientist', 'Engineer', 'Writer', 'Pilot', 'Lawyer']",0.44,T004,P0550,At Risk
S0551,Amanda Burton,12,4,Male,"['Writer', 'Entrepreneur', 'Doctor']",['History'],"['Math', 'Science', 'English', 'Social Science', 'Computer Science', 'Economics']",58,"{'Math': 73, 'Science': 71, 'English': 79, 'Social Science': 100, 'Computer Science': 77, 'Economics': 59, 'History': 65}","['Engineer', 'Writer', 'Artist', 'Scientist', 'Lawyer']",0.94,T017,P0551,Normal
S0552,Hannah Gibson,11,7,Male,"['Engineer', 'Pilot', 'Lawyer']","['Math', 'History', 'English']","['Economics', 'Social Science', 'Computer Science', 'Science']",75,"{'Math': 81, 'Science': 71, 'English': 67, 'Social Science': 76, 'Computer Science': 58, 'Economics': 63, 'History': 68}","['Entrepreneur', 'Doctor', 'Artist', 'Pilot', 'Writer']",0.84,T019,P0552,Normal
S0553,Paige Baker,9,6,Male,"['Teacher', 'Engineer']","['Social Science', 'Science', 'English']","['Economics', 'Math', 'History', 'Computer Science']",62,"{'Math': 57, 'Science': 61, 'English': 57, 'Social Science': 86, 'Computer Science': 87, 'Economics': 69, 'History': 96}","['Scientist', 'Pilot', 'Lawyer', 'Teacher', 'Engineer']",0.22,T002,P0553,At Risk
S0554,Samuel Matthews,9,4,Female,"['Doctor', 'Writer', 'Pilot']",['Social Science'],"['Math', 'Science', 'English', 'Computer Science', 'Economics', 'History']",48,"{'Math': 79, 'Science': 99, 'English': 63, 'Social Science': 82, 'Computer Science': 99, 'Economics': 82, 'History': 90}","['Engineer', 'Pilot', 'Teacher', 'Lawyer', 'Data Scientist']",0.48,T011,P0554,At Risk
S0555,Toni Brady,12,1,Male,['Engineer'],"['Math', 'Science', 'Social Science']","['Economics', 'History', 'Computer Science', 'English']",43,"{'Math': 89, 'Science': 91, 'English': 57, 'Social Science': 55, 'Computer Science': 70, 'Economics': 58, 'History': 59}","['Data Scientist', 'Pilot', 'Teacher', 'Writer', 'Doctor']",0.45,T020,P0555,At Risk
S0556,James Conrad,10,5,Male,"['Scientist', 'Pilot', 'Engineer']","['Math', 'History', 'English']","['Economics', 'Social Science', 'Computer Science', 'Science']",85,"{'Math': 89, 'Science': 68, 'English': 86, 'Social Science': 100, 'Computer Science': 77, 'Economics': 69, 'History': 83}","['Lawyer', 'Entrepreneur', 'Teacher', 'Scientist', 'Writer']",0.39,T029,P0556,At Risk
S0557,Justin Padilla,11,6,Male,['Entrepreneur'],"['Economics', 'Computer Science']","['Math', 'Science', 'English', 'Social Science', 'History']",59,"{'Math': 86, 'Science': 72, 'English': 60, 'Social Science': 68, 'Computer Science': 63, 'Economics': 88, 'History': 69}","['Writer', 'Artist', 'Engineer', 'Data Scientist', 'Entrepreneur']",0.84,T005,P0557,Normal
S0558,Tina Simmons,9,4,Female,"['Pilot', 'Engineer', 'Doctor']","['History', 'Math']","['Science', 'English', 'Social Science', 'Computer Science', 'Economics']",57,"{'Math': 72, 'Science': 72, 'English': 92, 'Social Science': 79, 'Computer Science': 74, 'Economics': 60, 'History': 58}","['Teacher', 'Scientist', 'Pilot', 'Doctor', 'Artist']",0.5,T002,P0558,Normal
S0559,Sean Carey,10,4,Female,['Scientist'],"['Math', 'Economics', 'English']","['Social Science', 'History', 'Computer Science', 'Science']",91,"{'Math': 57, 'Science': 89, 'English': 77, 'Social Science': 56, 'Computer Science': 93, 'Economics': 76, 'History': 71}","['Teacher', 'Artist', 'Doctor', 'Data Scientist', 'Entrepreneur']",0.86,T014,P0559,Normal
S0560,Crystal Odonnell,12,1,Male,"['Scientist', 'Lawyer', 'Pilot']","['Computer Science', 'Economics']","['Math', 'Science', 'English', 'Social Science', 'History']",48,"{'Math': 91, 'Science': 88, 'English': 71, 'Social Science': 65, 'Computer Science': 79, 'Economics': 84, 'History': 70}","['Doctor', 'Lawyer', 'Writer', 'Teacher', 'Engineer']",0.81,T010,P0560,At Risk
S0561,Tracy Rowe,11,10,Female,['Teacher'],"['English', 'History']","['Math', 'Science', 'Social Science', 'Computer Science', 'Economics']",76,"{'Math': 97, 'Science': 71, 'English': 96, 'Social Science': 93, 'Computer Science': 55, 'Economics': 62, 'History': 74}","['Entrepreneur', 'Lawyer', 'Data Scientist', 'Artist', 'Scientist']",0.21,T001,P0561,At Risk
S0562,Jennifer Thompson MD,12,1,Female,"['Writer', 'Artist']","['Math', 'Computer Science']","['Science', 'English', 'Social Science', 'Economics', 'History']",51,"{'Math': 60, 'Science': 72, 'English': 94, 'Social Science': 90, 'Computer Science': 75, 'Economics': 59, 'History': 83}","['Lawyer', 'Teacher', 'Writer', 'Scientist', 'Artist']",0.3,T021,P0562,At Risk
S0563,Charles Smith,10,3,Male,['Engineer'],"['Math', 'Science', 'Computer Science']","['Economics', 'Social Science', 'History', 'English']",43,"{'Math': 83, 'Science': 92, 'English': 75, 'Social Science': 57, 'Computer Science': 90, 'Economics': 100, 'History': 69}","['Lawyer', 'Teacher', 'Doctor', 'Entrepreneur', 'Data Scientist']",0.63,T002,P0563,At Risk
S0564,Nicholas Coffey,10,6,Male,['Writer'],"['Math', 'Computer Science']","['Science', 'English', 'Social Science', 'Economics', 'History']",66,"{'Math': 59, 'Science': 70, 'English': 68, 'Social Science': 75, 'Computer Science': 91, 'Economics': 78, 'History': 98}","['Engineer', 'Scientist', 'Lawyer', 'Teacher', 'Doctor']",0.46,T026,P0564,At Risk
S0565,Tyler Carr,11,6,Female,"['Entrepreneur', 'Pilot', 'Lawyer']","['Math', 'Science', 'English']","['Economics', 'Social Science', 'History', 'Computer Science']",53,"{'Math': 57, 'Science': 73, 'English': 64, 'Social Science': 92, 'Computer Science': 56, 'Economics': 61, 'History': 93}","['Entrepreneur', 'Writer', 'Teacher', 'Engineer', 'Artist']",0.86,T002,P0565,Normal
S0566,Samantha Herrera,10,7,Male,['Artist'],"['Computer Science', 'History', 'Economics']","['Science', 'Social Science', 'Math', 'English']",82,"{'Math': 81, 'Science': 89, 'English': 62, 'Social Science': 88, 'Computer Science': 58, 'Economics': 93, 'History': 85}","['Writer', 'Teacher', 'Pilot', 'Data Scientist', 'Scientist']",0.35,T019,P0566,At Risk
S0567,Teresa Smith,11,4,Female,['Entrepreneur'],['Social Science'],"['Math', 'Science', 'English', 'Computer Science', 'Economics', 'History']",45,"{'Math': 75, 'Science': 62, 'English': 99, 'Social Science': 70, 'Computer Science': 83, 'Economics': 81, 'History': 78}","['Entrepreneur', 'Writer', 'Engineer', 'Data Scientist', 'Teacher']",0.58,T008,P0567,At Risk
S0568,Michael Watson,12,7,Male,"['Data Scientist', 'Writer', 'Artist']","['Economics', 'Computer Science']","['Math', 'Science', 'English', 'Social Science', 'History']",47,"{'Math': 97, 'Science': 63, 'English': 93, 'Social Science': 71, 'Computer Science': 73, 'Economics': 76, 'History': 75}","['Engineer', 'Scientist', 'Writer', 'Lawyer', 'Teacher']",0.66,T021,P0568,At Risk
S0569,Dan Morales,10,3,Female,['Data Scientist'],['Social Science'],"['Math', 'Science', 'English', 'Computer Science', 'Economics', 'History']",93,"{'Math': 71, 'Science': 90, 'English': 100, 'Social Science': 85, 'Computer Science': 61, 'Economics': 63, 'History': 57}","['Scientist', 'Doctor', 'Data Scientist', 'Writer', 'Engineer']",0.61,T017,P0569,Normal
S0570,Lucas Cox,12,7,Female,['Scientist'],"['Computer Science', 'Science', 'English']","['Economics', 'Social Science', 'Math', 'History']",86,"{'Math': 62, 'Science': 76, 'English': 76, 'Social Science': 92, 'Computer Science': 93, 'Economics': 94, 'History': 61}","['Doctor', 'Engineer', 'Entrepreneur', 'Artist', 'Scientist']",0.7,T024,P0570,Normal
S0571,Kimberly Aguilar,12,5,Female,"['Data Scientist', 'Teacher', 'Engineer']",['Math'],"['Science', 'English', 'Social Science', 'Computer Science', 'Economics', 'History']",60,"{'Math': 92, 'Science': 92, 'English': 78, 'Social Science': 98, 'Computer Science': 96, 'Economics': 84, 'History': 79}","['Pilot', 'Data Scientist', 'Lawyer', 'Scientist', 'Doctor']",0.38,T016,P0571,At Risk
S0572,Kristen Fuentes,11,1,Female,"['Entrepreneur', 'Scientist']","['History', 'Science']","['Math', 'English', 'Social Science', 'Computer Science', 'Economics']",96,"{'Math': 64, 'Science': 57, 'English': 68, 'Social Science': 82, 'Computer Science': 88, 'Economics': 72, 'History': 91}","['Teacher', 'Entrepreneur', 'Engineer', 'Data Scientist', 'Scientist']",0.33,T010,P0572,At Risk
S0573,Lauren Mccoy,11,8,Female,['Data Scientist'],"['English', 'Computer Science']","['Math', 'Science', 'Social Science', 'Economics', 'History']",75,"{'Math': 61, 'Science': 69, 'English': 97, 'Social Science': 72, 'Computer Science': 64, 'Economics': 61, 'History': 68}","['Writer', 'Data Scientist', 'Doctor', 'Lawyer', 'Pilot']",0.96,T018,P0573,Normal
S0574,Robert Thompson,10,1,Female,['Entrepreneur'],['English'],"['Math', 'Science', 'Social Science', 'Computer Science', 'Economics', 'History']",98,"{'Math': 91, 'Science': 82, 'English': 83, 'Social Science': 88, 'Computer Science': 63, 'Economics': 84, 'History': 73}","['Engineer', 'Teacher', 'Pilot', 'Artist', 'Scientist']",0.41,T028,P0574,At Risk
S0575,Kenneth Kramer,10,5,Male,"['Engineer', 'Artist']","['Math', 'English', 'Science']","['Economics', 'Social Science', 'History', 'Computer Science']",89,"{'Math': 87, 'Science': 76, 'English': 72, 'Social Science': 84, 'Computer Science': 95, 'Economics': 87, 'History': 98}","['Engineer', 'Entrepreneur', 'Doctor', 'Artist', 'Pilot']",0.94,T026,P0575,Normal
S0576,Richard Walker,11,4,Male,"['Doctor', 'Artist', 'Data Scientist']","['Social Science', 'Science', 'Economics']","['Math', 'History', 'Computer Science', 'English']",48,"{'Math': 71, 'Science': 85, 'English': 64, 'Social Science': 86, 'Computer Science': 66, 'Economics': 86, 'History': 73}","['Artist', 'Engineer', 'Teacher', 'Doctor', 'Pilot']",0.25,T018,P0576,At Risk
S0577,Timothy Gould,10,3,Male,"['Lawyer', 'Scientist']","['Computer Science', 'Science', 'English']","['Economics', 'Social Science', 'Math', 'History']",82,"{'Math': 85, 'Science': 88, 'English': 97, 'Social Science': 66, 'Computer Science': 74, 'Economics': 69, 'History': 73}","['Pilot', 'Teacher', 'Scientist', 'Lawyer', 'Data Scientist']",0.63,T010,P0577,Normal
S0578,Christopher Mann,9,4,Male,"['Scientist', 'Pilot']","['Science', 'Economics']","['Math', 'English', 'Social Science', 'Computer Science', 'History']",62,"{'Math': 82, 'Science': 62, 'English': 66, 'Social Science': 84, 'Computer Science': 75, 'Economics': 97, 'History': 62}","['Scientist', 'Data Scientist', 'Pilot', 'Teacher', 'Artist']",0.67,T022,P0578,Normal
S0579,Willie Robles,10,1,Female,"['Writer', 'Artist']","['Math', 'Computer Science']","['Science', 'English', 'Social Science', 'Economics', 'History']",67,"{'Math': 75, 'Science': 71, 'English': 98, 'Social Science': 75, 'Computer Science': 81, 'Economics': 80, 'History': 83}","['Scientist', 'Lawyer', 'Doctor', 'Data Scientist', 'Artist']",0.78,T011,P0579,Normal
S0580,Karen Gonzalez,9,5,Female,"['Artist', 'Data Scientist']","['Science', 'Economics', 'Math']","['Social Science', 'History', 'Computer Science', 'English']",100,"{'Math': 94, 'Science': 94, 'English': 76, 'Social Science': 63, 'Computer Science': 93, 'Economics': 89, 'History': 56}","['Doctor', 'Scientist', 'Engineer', 'Writer', 'Entrepreneur']",0.46,T012,P0580,At Risk
S0581,William Garrett,9,1,Male,"['Writer', 'Artist']",['History'],"['Math', 'Science', 'English', 'Social Science', 'Computer Science', 'Economics']",61,"{'Math': 89, 'Science': 80, 'English': 100, 'Social Science': 69, 'Computer Science': 73, 'Economics': 65, 'History': 78}","['Scientist', 'Artist', 'Writer', 'Doctor', 'Teacher']",0.87,T025,P0581,Normal
S0582,Ricky Munoz,9,9,Female,"['Doctor', 'Data Scientist']","['English', 'Math']","['Science', 'Social Science', 'Computer Science', 'Economics', 'History']",92,"{'Math': 69, 'Science': 95, 'English': 99, 'Social Science': 70, 'Computer Science': 57, 'Economics': 72, 'History': 62}","['Scientist', 'Teacher', 'Data Scientist', 'Writer', 'Entrepreneur']",0.89,T028,P0582,Normal
S0583,Jeremy Mercado,9,2,Male,"['Scientist', 'Doctor', 'Writer']","['History', 'Computer Science', 'Economics']","['Science', 'Social Science', 'Math', 'English']",90,"{'Math': 64, 'Science': 61, 'English': 92, 'Social Science': 80, 'Computer Science': 67, 'Economics': 93, 'History': 74}","['Entrepreneur', 'Scientist', 'Doctor', 'Data Scientist', 'Writer']",0.56,T004,P0583,Normal
S0584,Christine Rojas,11,10,Female,"['Lawyer', 'Scientist']",['Science'],"['Math', 'English', 'Social Science', 'Computer Science', 'Economics', 'History']",72,"{'Math': 81, 'Science': 90, 'English': 72, 'Social Science': 85, 'Computer Science': 73, 'Economics': 99, 'History': 89}","['Artist', 'Scientist', 'Doctor', 'Teacher', 'Entrepreneur']",0.51,T012,P0584,Normal
S0585,Sharon Norman,9,8,Male,"['Doctor', 'Scientist', 'Artist']","['English', 'Social Science']","['Math', 'Science', 'Computer Science', 'Economics', 'History']",45,"{'Math': 91, 'Science': 61, 'English': 96, 'Social Science': 74, 'Computer Science': 76, 'Economics': 64, 'History': 95}","['Engineer', 'Writer', 'Data Scientist', 'Teacher', 'Artist']",0.67,T003,P0585,At Risk
S0586,Erika Mills,10,7,Female,"['Teacher', 'Artist', 'Doctor']","['English', 'Social Science']","['Math', 'Science', 'Computer Science', 'Economics', 'History']",78,"{'Math': 74, 'Science': 76, 'English': 64, 'Social Science': 57, 'Computer Science': 75, 'Economics': 99, 'History': 91}","['Scientist', 'Doctor', 'Lawyer', 'Entrepreneur', 'Engineer']",0.8,T026,P0586,Normal
S0587,Meghan White,12,9,Female,"['Artist', 'Entrepreneur']","['Economics', 'Social Science']","['Math', 'Science', 'English', 'Computer Science', 'History']",64,"{'Math': 87, 'Science': 90, 'English': 60, 'Social Science': 61, 'Computer Science': 82, 'Economics': 99, 'History': 59}","['Data Scientist', 'Doctor', 'Teacher', 'Lawyer', 'Entrepreneur']",0.3,T007,P0587,At Risk
S0588,Debra Hughes,12,2,Male,"['Pilot', 'Data Scientist']","['History', 'Computer Science', 'Social Science']","['Science', 'Economics', 'Math', 'English']",67,"{'Math': 63, 'Science': 90, 'English': 81, 'Social Science': 80, 'Computer Science': 55, 'Economics': 73, 'History': 62}","['Lawyer', 'Teacher', 'Entrepreneur', 'Writer', 'Data Scientist']",0.65,T006,P0588,Normal
S0589,Nicole Macdonald,10,5,Male,"['Entrepreneur', 'Writer', 'Lawyer']","['Social Science', 'Science']","['Math', 'English', 'Computer Science', 'Economics', 'History']",60,"{'Math': 76, 'Science': 63, 'English': 65, 'Social Science': 88, 'Computer Science': 100, 'Economics': 85, 'History': 55}","['Scientist', 'Data Scientist', 'Writer', 'Artist', 'Doctor']",0.98,T001,P0589,Normal
S0590,Jerry Waters,11,4,Male,"['Engineer', 'Writer', 'Pilot']","['Math', 'History']","['Science', 'English', 'Social Science', 'Computer Science', 'Economics']",75,"{'Math': 94, 'Science': 84, 'English': 93, 'Social Science': 65, 'Computer Science': 59, 'Economics': 77, 'History': 95}","['Artist', 'Entrepreneur', 'Doctor', 'Engineer', 'Data Scientist']",0.42,T030,P0590,At Risk
